receiptEventId,shipmentUnitId,locationCode,locationType,actualReceiptDt,sourceColumn,sourceLineId,matchedRequiredDestination,validationStatus,reasonCode
RE-LS-000466-JDN_MZD,HVDC-ADOPT-PPL-0016,JDN_MZD,WAREHOUSE,2025-04-15,BX,LS-000466,false,PASS,
RE-LS-000467-AGI,HVDC-ADOPT-SCT-0090,AGI,PROJECT_SITE,2025-04-12,BS,LS-000467,true,PASS,
RE-LS-000467-MOSB,HVDC-ADOPT-SCT-0090,MOSB,MOSB_OFFSHORE_STAGING,2025-04-09,BZ,LS-000467,false,PASS,
RE-LS-000468-DAS,HVDC-ADOPT-HE-0301-2,DAS,PROJECT_SITE,2025-06-13,BR,LS-000468,true,PASS,
RE-LS-000468-AGI,HVDC-ADOPT-HE-0301-2,AGI,PROJECT_SITE,2025-11-26,BS,LS-000468,true,PASS,
RE-LS-000468-DSV_OUTDOOR,HVDC-ADOPT-HE-0301-2,DSV_OUTDOOR,WAREHOUSE,2025-04-12,BU,LS-000468,false,PASS,
RE-LS-000468-MOSB,HVDC-ADOPT-HE-0301-2,MOSB,MOSB_OFFSHORE_STAGING,2025-05-28,BZ,LS-000468,false,PASS,
RE-LS-000469-SHU,HVDC-ADOPT-HE-0311-2,SHU,PROJECT_SITE,2025-06-02,BP,LS-000469,true,PASS,
RE-LS-000469-DSV_INDOOR,HVDC-ADOPT-HE-0311-2,DSV_INDOOR,WAREHOUSE,2025-04-23,BT,LS-000469,false,PASS,
RE-LS-000470-DAS,HVDC-ADOPT-HE-0309-2,DAS,PROJECT_SITE,2025-08-17,BR,LS-000470,true,PASS,
RE-LS-000470-DSV_INDOOR,HVDC-ADOPT-HE-0309-2,DSV_INDOOR,WAREHOUSE,2025-04-23,BT,LS-000470,false,PASS,
RE-LS-000470-MOSB,HVDC-ADOPT-HE-0309-2,MOSB,MOSB_OFFSHORE_STAGING,2025-08-06,BZ,LS-000470,false,PASS,
RE-LS-000471-DAS,HVDC-ADOPT-HE-0310-2,DAS,PROJECT_SITE,2025-08-17,BR,LS-000471,true,PASS,
RE-LS-000471-DSV_INDOOR,HVDC-ADOPT-HE-0310-2,DSV_INDOOR,WAREHOUSE,2025-04-23,BT,LS-000471,false,PASS,
RE-LS-000471-MOSB,HVDC-ADOPT-HE-0310-2,MOSB,MOSB_OFFSHORE_STAGING,2025-08-06,BZ,LS-000471,false,PASS,
RE-LS-000472-DAS,HVDC-ADOPT-HE-0314,DAS,PROJECT_SITE,2025-07-21,BR,LS-000472,true,PASS,
RE-LS-000472-DSV_INDOOR,HVDC-ADOPT-HE-0314,DSV_INDOOR,WAREHOUSE,2025-04-24,BT,LS-000472,false,PASS,
RE-LS-000473-SHU,HVDC-ADOPT-SIM-0054,SHU,PROJECT_SITE,2025-04-22,BP,LS-000473,true,PASS,
RE-LS-000474-SHU,HVDC-ADOPT-SIM-0055,SHU,PROJECT_SITE,2025-04-22,BP,LS-000474,true,PASS,
RE-LS-000475-MIR,HVDC-ADOPT-SIM-0065,MIR,PROJECT_SITE,2025-05-09,BQ,LS-000475,true,PASS,
RE-LS-000476-SHU,HVDC-ADOPT-HE-0327,SHU,PROJECT_SITE,2025-08-27,BP,LS-000476,true,PASS,
RE-LS-000476-DAS,HVDC-ADOPT-HE-0327,DAS,PROJECT_SITE,2025-10-29,BR,LS-000476,true,PASS,
RE-LS-000476-MOSB,HVDC-ADOPT-HE-0327,MOSB,MOSB_OFFSHORE_STAGING,2025-10-24,BZ,LS-000476,false,PASS,
RE-LS-000476-HAULER_DG_STORAGE,HVDC-ADOPT-HE-0327,HAULER_DG_STORAGE,DG_STORAGE,2025-05-09,CC,LS-000476,false,PASS,
RE-LS-000477-SHU,HVDC-ADOPT-SCT-0049,SHU,PROJECT_SITE,2025-05-07,BP,LS-000477,true,PASS,
RE-LS-000477-MIR,HVDC-ADOPT-SCT-0049,MIR,PROJECT_SITE,2025-05-12,BQ,LS-000477,true,PASS,
RE-LS-000477-DAS,HVDC-ADOPT-SCT-0049,DAS,PROJECT_SITE,2025-06-30,BR,LS-000477,true,PASS,
RE-LS-000477-AGI,HVDC-ADOPT-SCT-0049,AGI,PROJECT_SITE,2025-09-05,BS,LS-000477,true,PASS,
RE-LS-000477-MOSB,HVDC-ADOPT-SCT-0049,MOSB,MOSB_OFFSHORE_STAGING,2025-05-05,BZ,LS-000477,false,PASS,
RE-LS-000478-SHU,HVDC-ADOPT-SCT-0057,SHU,PROJECT_SITE,2025-04-23,BP,LS-000478,true,PASS,
RE-LS-000478-MIR,HVDC-ADOPT-SCT-0057,MIR,PROJECT_SITE,2025-04-19,BQ,LS-000478,true,PASS,
RE-LS-000478-DAS,HVDC-ADOPT-SCT-0057,DAS,PROJECT_SITE,2025-04-23,BR,LS-000478,true,PASS,
RE-LS-000478-AGI,HVDC-ADOPT-SCT-0057,AGI,PROJECT_SITE,2025-04-25,BS,LS-000478,true,PASS,
RE-LS-000478-MOSB,HVDC-ADOPT-SCT-0057,MOSB,MOSB_OFFSHORE_STAGING,2025-04-17,BZ,LS-000478,false,PASS,
RE-LS-000479-SHU,HVDC-ADOPT-HE-0335,SHU,PROJECT_SITE,2025-04-24,BP,LS-000479,true,PASS,
RE-LS-000480-ZENER_WH,HVDC-ADOPT-ZEN-0014,ZENER_WH,WAREHOUSE,2025-04-23,CB,LS-000480,false,PASS,
RE-LS-000481-SHU,HVDC-ADOPT-SCT-0091,SHU,PROJECT_SITE,2025-05-01,BP,LS-000481,true,PASS,
RE-LS-000481-MIR,HVDC-ADOPT-SCT-0091,MIR,PROJECT_SITE,2025-04-30,BQ,LS-000481,true,PASS,
RE-LS-000481-DAS,HVDC-ADOPT-SCT-0091,DAS,PROJECT_SITE,2025-04-29,BR,LS-000481,true,PASS,
RE-LS-000481-MOSB,HVDC-ADOPT-SCT-0091,MOSB,MOSB_OFFSHORE_STAGING,2025-04-19,BZ,LS-000481,false,PASS,
RE-LS-000482-ZENER_WH,HVDC-ADOPT-ZEN-0016,ZENER_WH,WAREHOUSE,2025-04-18,CB,LS-000482,false,PASS,
RE-LS-000483-SHU,HVDC-ADOPT-HE-0312,SHU,PROJECT_SITE,2025-04-20,BP,LS-000483,true,PASS,
RE-LS-000483-MIR,HVDC-ADOPT-HE-0312,MIR,PROJECT_SITE,2025-04-20,BQ,LS-000483,true,PASS,
RE-LS-000484-SHU,HVDC-ADOPT-HE-0313,SHU,PROJECT_SITE,2025-04-20,BP,LS-000484,true,PASS,
RE-LS-000484-MIR,HVDC-ADOPT-HE-0313,MIR,PROJECT_SITE,2025-04-20,BQ,LS-000484,true,PASS,
RE-LS-000485-MIR,HVDC-ADOPT-SIM-0064,MIR,PROJECT_SITE,2025-04-24,BQ,LS-000485,true,PASS,
RE-LS-000486-MIR,HVDC-ADOPT-SIM-0040,MIR,PROJECT_SITE,2025-04-24,BQ,LS-000486,true,PASS,
RE-LS-000487-AGI,HVDC-ADOPT-HE-0320,AGI,PROJECT_SITE,2026-01-25,BS,LS-000487,true,PASS,
RE-LS-000487-DSV_INDOOR,HVDC-ADOPT-HE-0320,DSV_INDOOR,WAREHOUSE,2025-04-23,BT,LS-000487,false,PASS,
RE-LS-000487-MOSB,HVDC-ADOPT-HE-0320,MOSB,MOSB_OFFSHORE_STAGING,2025-10-28,BZ,LS-000487,false,PASS,
RE-LS-000488-SHU,HVDC-ADOPT-HE-0293,SHU,PROJECT_SITE,2025-05-05,BP,LS-000488,true,PASS,
RE-LS-000489-SHU,HVDC-ADOPT-HE-0294,SHU,PROJECT_SITE,2025-05-05,BP,LS-000489,false,PASS,
RE-LS-000489-MIR,HVDC-ADOPT-HE-0294,MIR,PROJECT_SITE,2025-05-05,BQ,LS-000489,true,PASS,
RE-LS-000490-DAS,HVDC-ADOPT-HE-0295,DAS,PROJECT_SITE,2025-08-07,BR,LS-000490,true,PASS,
RE-LS-000490-AGI,HVDC-ADOPT-HE-0295,AGI,PROJECT_SITE,2025-11-12,BS,LS-000490,true,PASS,
RE-LS-000490-DSV_OUTDOOR,HVDC-ADOPT-HE-0295,DSV_OUTDOOR,WAREHOUSE,2025-04-23,BU,LS-000490,false,PASS,
RE-LS-000490-MOSB,HVDC-ADOPT-HE-0295,MOSB,MOSB_OFFSHORE_STAGING,2025-11-04,BZ,LS-000490,false,PASS,
RE-LS-000491-DAS,HVDC-ADOPT-HE-0288,DAS,PROJECT_SITE,2025-04-24,BR,LS-000491,true,PASS,
RE-LS-000491-AGI,HVDC-ADOPT-HE-0288,AGI,PROJECT_SITE,2025-05-18,BS,LS-000491,true,PASS,
RE-LS-000491-MOSB,HVDC-ADOPT-HE-0288,MOSB,MOSB_OFFSHORE_STAGING,2025-05-09,BZ,LS-000491,false,PASS,
RE-LS-000492-DAS,HVDC-ADOPT-HE-0289,DAS,PROJECT_SITE,2025-05-24,BR,LS-000492,true,PASS,
RE-LS-000492-AGI,HVDC-ADOPT-HE-0289,AGI,PROJECT_SITE,2025-05-18,BS,LS-000492,true,PASS,
RE-LS-000492-MOSB,HVDC-ADOPT-HE-0289,MOSB,MOSB_OFFSHORE_STAGING,2025-05-09,BZ,LS-000492,false,PASS,
RE-LS-000493-SHU,HVDC-ADOPT-HE-0296,SHU,PROJECT_SITE,2025-05-11,BP,LS-000493,true,PASS,
RE-LS-000494-SHU,HVDC-ADOPT-HE-0297,SHU,PROJECT_SITE,2025-05-11,BP,LS-000494,true,PASS,
RE-LS-000495-ZENER_WH,HVDC-ADOPT-ZEN-0018,ZENER_WH,WAREHOUSE,2025-04-25,CB,LS-000495,false,PASS,
RE-LS-000496-SHU,HVDC-ADOPT-SCT-0077,SHU,PROJECT_SITE,2025-05-01,BP,LS-000496,true,PASS,
RE-LS-000496-MIR,HVDC-ADOPT-SCT-0077,MIR,PROJECT_SITE,2025-04-29,BQ,LS-000496,true,PASS,
RE-LS-000496-DAS,HVDC-ADOPT-SCT-0077,DAS,PROJECT_SITE,2025-05-03,BR,LS-000496,true,PASS,
RE-LS-000496-MOSB,HVDC-ADOPT-SCT-0077,MOSB,MOSB_OFFSHORE_STAGING,2025-04-25,BZ,LS-000496,false,PASS,
RE-LS-000497-SHU,HVDC-ADOPT-SCT-0080,SHU,PROJECT_SITE,2025-05-01,BP,LS-000497,true,PASS,
RE-LS-000497-MIR,HVDC-ADOPT-SCT-0080,MIR,PROJECT_SITE,2025-04-29,BQ,LS-000497,true,PASS,
RE-LS-000497-AGI,HVDC-ADOPT-SCT-0080,AGI,PROJECT_SITE,2025-04-27,BS,LS-000497,true,PASS,
RE-LS-000497-MOSB,HVDC-ADOPT-SCT-0080,MOSB,MOSB_OFFSHORE_STAGING,2025-04-22,BZ,LS-000497,false,PASS,
RE-LS-000498-SHU,HVDC-ADOPT-SCT-0088,SHU,PROJECT_SITE,2025-04-23,BP,LS-000498,true,PASS,
RE-LS-000499-MIR,HVDC-ADOPT-HE-0321,MIR,PROJECT_SITE,2025-06-03,BQ,LS-000499,true,PASS,
RE-LS-000499-DSV_INDOOR,HVDC-ADOPT-HE-0321,DSV_INDOOR,WAREHOUSE,2025-05-02,BT,LS-000499,false,PASS,
RE-LS-000500-DAS,HVDC-ADOPT-HE-0322,DAS,PROJECT_SITE,2025-06-10,BR,LS-000500,true,PASS,
RE-LS-000500-DSV_INDOOR,HVDC-ADOPT-HE-0322,DSV_INDOOR,WAREHOUSE,2025-05-09,BT,LS-000500,false,PASS,
RE-LS-000500-MOSB,HVDC-ADOPT-HE-0322,MOSB,MOSB_OFFSHORE_STAGING,2025-06-04,BZ,LS-000500,false,PASS,
RE-LS-000501-DAS,HVDC-ADOPT-HE-0276,DAS,PROJECT_SITE,2025-09-23,BR,LS-000501,true,PASS,
RE-LS-000501-DSV_INDOOR,HVDC-ADOPT-HE-0276,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000501,false,PASS,
RE-LS-000501-MOSB,HVDC-ADOPT-HE-0276,MOSB,MOSB_OFFSHORE_STAGING,2026-02-04,BZ,LS-000501,false,PASS,
RE-LS-000502-DAS,HVDC-ADOPT-HE-0277,DAS,PROJECT_SITE,2025-09-23,BR,LS-000502,true,PASS,
RE-LS-000502-DSV_INDOOR,HVDC-ADOPT-HE-0277,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000502,false,PASS,
RE-LS-000502-MOSB,HVDC-ADOPT-HE-0277,MOSB,MOSB_OFFSHORE_STAGING,2025-09-15,BZ,LS-000502,false,PASS,
RE-LS-000503-DAS,HVDC-ADOPT-HE-0278,DAS,PROJECT_SITE,2025-07-31,BR,LS-000503,true,PASS,
RE-LS-000503-DSV_INDOOR,HVDC-ADOPT-HE-0278,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000503,false,PASS,
RE-LS-000503-MOSB,HVDC-ADOPT-HE-0278,MOSB,MOSB_OFFSHORE_STAGING,2026-02-04,BZ,LS-000503,false,PASS,
RE-LS-000504-DAS,HVDC-ADOPT-HE-0279,DAS,PROJECT_SITE,2025-08-14,BR,LS-000504,true,PASS,
RE-LS-000504-DSV_INDOOR,HVDC-ADOPT-HE-0279,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000504,false,PASS,
RE-LS-000504-MOSB,HVDC-ADOPT-HE-0279,MOSB,MOSB_OFFSHORE_STAGING,2025-08-05,BZ,LS-000504,false,PASS,
RE-LS-000505-MIR,HVDC-ADOPT-HE-0280,MIR,PROJECT_SITE,2025-10-21,BQ,LS-000505,true,PASS,
RE-LS-000505-DSV_INDOOR,HVDC-ADOPT-HE-0280,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000505,false,PASS,
RE-LS-000506-MIR,HVDC-ADOPT-HE-0281,MIR,PROJECT_SITE,2025-10-20,BQ,LS-000506,true,PASS,
RE-LS-000506-DSV_INDOOR,HVDC-ADOPT-HE-0281,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000506,false,PASS,
RE-LS-000507-MIR,HVDC-ADOPT-HE-0282,MIR,PROJECT_SITE,2025-10-21,BQ,LS-000507,true,PASS,
RE-LS-000507-DSV_INDOOR,HVDC-ADOPT-HE-0282,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000507,false,PASS,
RE-LS-000508-MIR,HVDC-ADOPT-HE-0283,MIR,PROJECT_SITE,2025-10-20,BQ,LS-000508,true,PASS,
RE-LS-000508-DSV_INDOOR,HVDC-ADOPT-HE-0283,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000508,false,PASS,
RE-LS-000509-SHU,HVDC-ADOPT-HE-0284,SHU,PROJECT_SITE,2025-06-26,BP,LS-000509,true,PASS,
RE-LS-000509-DSV_INDOOR,HVDC-ADOPT-HE-0284,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000509,false,PASS,
RE-LS-000510-SHU,HVDC-ADOPT-HE-0285,SHU,PROJECT_SITE,2025-06-30,BP,LS-000510,true,PASS,
RE-LS-000510-DSV_INDOOR,HVDC-ADOPT-HE-0285,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000510,false,PASS,
RE-LS-000511-SHU,HVDC-ADOPT-HE-0286,SHU,PROJECT_SITE,2025-06-26,BP,LS-000511,true,PASS,
RE-LS-000511-DSV_INDOOR,HVDC-ADOPT-HE-0286,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000511,false,PASS,
RE-LS-000512-SHU,HVDC-ADOPT-HE-0287,SHU,PROJECT_SITE,2025-07-01,BP,LS-000512,true,PASS,
RE-LS-000512-DSV_INDOOR,HVDC-ADOPT-HE-0287,DSV_INDOOR,WAREHOUSE,2025-05-05,BT,LS-000512,false,PASS,
RE-LS-000513-MIR,HVDC-ADOPT-HE-0356,MIR,PROJECT_SITE,2025-04-30,BQ,LS-000513,true,PASS,
RE-LS-000514-SHU,HVDC-ADOPT-HE-0355,SHU,PROJECT_SITE,2025-05-12,BP,LS-000514,true,PASS,
RE-LS-000515-SHU,HVDC-ADOPT-SCT-0066,SHU,PROJECT_SITE,2025-05-01,BP,LS-000515,true,PASS,
RE-LS-000515-MIR,HVDC-ADOPT-SCT-0066,MIR,PROJECT_SITE,2025-05-01,BQ,LS-000515,true,PASS,
RE-LS-000515-DAS,HVDC-ADOPT-SCT-0066,DAS,PROJECT_SITE,2025-05-25,BR,LS-000515,true,PASS,
RE-LS-000515-AGI,HVDC-ADOPT-SCT-0066,AGI,PROJECT_SITE,2025-05-04,BS,LS-000515,true,PASS,
RE-LS-000515-MOSB,HVDC-ADOPT-SCT-0066,MOSB,MOSB_OFFSHORE_STAGING,2025-04-30,BZ,LS-000515,false,PASS,
RE-LS-000516-SHU,HVDC-ADOPT-SIM-0072,SHU,PROJECT_SITE,2025-05-01,BP,LS-000516,true,PASS,
RE-LS-000516-MIR,HVDC-ADOPT-SIM-0072,MIR,PROJECT_SITE,2025-04-29,BQ,LS-000516,true,PASS,
RE-LS-000517-SHU,HVDC-ADOPT-SIM-0073,SHU,PROJECT_SITE,2025-04-23,BP,LS-000517,true,PASS,
RE-LS-000517-MIR,HVDC-ADOPT-SIM-0073,MIR,PROJECT_SITE,2025-04-23,BQ,LS-000517,true,PASS,
RE-LS-000518-SHU,HVDC-ADOPT-SEI-0017-02,SHU,PROJECT_SITE,2026-01-17,BP,LS-000518,false,PASS,
RE-LS-000519-DAS,HVDC-ADOPT-SIM-0048,DAS,PROJECT_SITE,2025-12-08,BR,LS-000519,false,PASS,
RE-LS-000519-AGI,HVDC-ADOPT-SIM-0048,AGI,PROJECT_SITE,2026-01-26,BS,LS-000519,true,PASS,
RE-LS-000519-MOSB,HVDC-ADOPT-SIM-0048,MOSB,MOSB_OFFSHORE_STAGING,2025-05-09,BZ,LS-000519,false,PASS,
RE-LS-000519-AAA_STORAGE,HVDC-ADOPT-SIM-0048,AAA_STORAGE,THIRD_PARTY_STORAGE,2025-05-09,CA,LS-000519,false,PASS,
RE-LS-000520-DAS,HVDC-ADOPT-SIM-0049,DAS,PROJECT_SITE,2025-05-19,BR,LS-000520,true,PASS,
RE-LS-000520-MOSB,HVDC-ADOPT-SIM-0049,MOSB,MOSB_OFFSHORE_STAGING,2025-05-09,BZ,LS-000520,false,PASS,
RE-LS-000521-AGI,HVDC-ADOPT-SIM-0051,AGI,PROJECT_SITE,2025-05-25,BS,LS-000521,true,PASS,
RE-LS-000521-MOSB,HVDC-ADOPT-SIM-0051,MOSB,MOSB_OFFSHORE_STAGING,2025-05-09,BZ,LS-000521,false,PASS,
RE-LS-000522-SHU,HVDC-ADOPT-SCT-0075,SHU,PROJECT_SITE,2025-04-30,BP,LS-000522,true,PASS,
RE-LS-000522-MIR,HVDC-ADOPT-SCT-0075,MIR,PROJECT_SITE,2025-04-30,BQ,LS-000522,true,PASS,
RE-LS-000522-MOSB,HVDC-ADOPT-SCT-0075,MOSB,MOSB_OFFSHORE_STAGING,2025-04-30,BZ,LS-000522,false,PASS,
RE-LS-000523-DAS,HVDC-ADOPT-HE-0330,DAS,PROJECT_SITE,2025-08-03,BR,LS-000523,true,PASS,
RE-LS-000523-AGI,HVDC-ADOPT-HE-0330,AGI,PROJECT_SITE,2025-11-14,BS,LS-000523,true,PASS,
RE-LS-000523-DSV_OUTDOOR,HVDC-ADOPT-HE-0330,DSV_OUTDOOR,WAREHOUSE,2025-05-03,BU,LS-000523,false,PASS,
RE-LS-000523-MOSB,HVDC-ADOPT-HE-0330,MOSB,MOSB_OFFSHORE_STAGING,2025-11-04,BZ,LS-000523,false,PASS,
RE-LS-000524-JDN_MZD,HVDC-ADOPT-SEI-0021-T,JDN_MZD,WAREHOUSE,2025-05-03,BX,LS-000524,false,PASS,
RE-LS-000525-JDN_MZD,HVDC-ADOPT-SEI-0021-L,JDN_MZD,WAREHOUSE,2025-05-03,BX,LS-000525,false,PASS,
RE-LS-000526-DAS,HVDC-ADOPT-HE-0315,DAS,PROJECT_SITE,2025-07-26,BR,LS-000526,true,PASS,
RE-LS-000526-DSV_INDOOR,HVDC-ADOPT-HE-0315,DSV_INDOOR,WAREHOUSE,2025-05-03,BT,LS-000526,false,PASS,
RE-LS-000527-DAS,HVDC-ADOPT-HE-0316,DAS,PROJECT_SITE,2025-08-20,BR,LS-000527,true,PASS,
RE-LS-000527-DSV_INDOOR,HVDC-ADOPT-HE-0316,DSV_INDOOR,WAREHOUSE,2025-05-03,BT,LS-000527,false,PASS,
RE-LS-000527-MOSB,HVDC-ADOPT-HE-0316,MOSB,MOSB_OFFSHORE_STAGING,2025-08-05,BZ,LS-000527,false,PASS,
RE-LS-000528-SHU,HVDC-ADOPT-SCT-0058,SHU,PROJECT_SITE,2025-05-18,BP,LS-000528,true,PASS,
RE-LS-000528-MIR,HVDC-ADOPT-SCT-0058,MIR,PROJECT_SITE,2025-05-12,BQ,LS-000528,true,PASS,
RE-LS-000528-DAS,HVDC-ADOPT-SCT-0058,DAS,PROJECT_SITE,2025-05-29,BR,LS-000528,true,PASS,
RE-LS-000528-AGI,HVDC-ADOPT-SCT-0058,AGI,PROJECT_SITE,2025-05-29,BS,LS-000528,true,PASS,
RE-LS-000528-MOSB,HVDC-ADOPT-SCT-0058,MOSB,MOSB_OFFSHORE_STAGING,2025-05-12,BZ,LS-000528,false,PASS,
RE-LS-000529-SHU,HVDC-ADOPT-SCT-0070,SHU,PROJECT_SITE,2025-05-18,BP,LS-000529,true,PASS,
RE-LS-000529-MIR,HVDC-ADOPT-SCT-0070,MIR,PROJECT_SITE,2025-05-12,BQ,LS-000529,true,PASS,
RE-LS-000529-DAS,HVDC-ADOPT-SCT-0070,DAS,PROJECT_SITE,2025-05-28,BR,LS-000529,true,PASS,
RE-LS-000529-AGI,HVDC-ADOPT-SCT-0070,AGI,PROJECT_SITE,2025-06-16,BS,LS-000529,true,PASS,
RE-LS-000529-MOSB,HVDC-ADOPT-SCT-0070,MOSB,MOSB_OFFSHORE_STAGING,2025-05-12,BZ,LS-000529,false,PASS,
RE-LS-000530-SHU,HVDC-ADOPT-SCT-0089,SHU,PROJECT_SITE,2025-05-18,BP,LS-000530,true,PASS,
RE-LS-000530-MIR,HVDC-ADOPT-SCT-0089,MIR,PROJECT_SITE,2025-05-22,BQ,LS-000530,true,PASS,
RE-LS-000530-DAS,HVDC-ADOPT-SCT-0089,DAS,PROJECT_SITE,2025-05-29,BR,LS-000530,true,PASS,
RE-LS-000530-AGI,HVDC-ADOPT-SCT-0089,AGI,PROJECT_SITE,2025-05-29,BS,LS-000530,true,PASS,
RE-LS-000530-MOSB,HVDC-ADOPT-SCT-0089,MOSB,MOSB_OFFSHORE_STAGING,2025-05-12,BZ,LS-000530,false,PASS,
RE-LS-000531-MIR,HVDC-ADOPT-SIM-0076-A,MIR,PROJECT_SITE,2025-05-15,BQ,LS-000531,true,PASS,
RE-LS-000532-SHU,HVDC-ADOPT-SIM-0076-B,SHU,PROJECT_SITE,2025-05-15,BP,LS-000532,true,PASS,
RE-LS-000533-MIR,HVDC-ADOPT-SIM-0076-C,MIR,PROJECT_SITE,2025-05-10,BQ,LS-000533,true,PASS,
RE-LS-000534-SHU,HVDC-ADOPT-SIM-0076-D,SHU,PROJECT_SITE,2025-05-10,BP,LS-000534,true,PASS,
RE-LS-000535-SHU,HVDC-ADOPT-SCT-0100,SHU,PROJECT_SITE,2025-05-14,BP,LS-000535,true,PASS,
RE-LS-000536-MIR,HVDC-ADOPT-HE-0340,MIR,PROJECT_SITE,2025-12-19,BQ,LS-000536,true,PASS,
RE-LS-000536-HAULER_DG_STORAGE,HVDC-ADOPT-HE-0340,HAULER_DG_STORAGE,DG_STORAGE,2025-05-16,CC,LS-000536,false,PASS,
RE-LS-000537-SHU,HVDC-ADOPT-SCT-0067,SHU,PROJECT_SITE,2025-05-18,BP,LS-000537,true,PASS,
RE-LS-000537-MIR,HVDC-ADOPT-SCT-0067,MIR,PROJECT_SITE,2025-05-19,BQ,LS-000537,true,PASS,
RE-LS-000537-DAS,HVDC-ADOPT-SCT-0067,DAS,PROJECT_SITE,2025-05-28,BR,LS-000537,true,PASS,
RE-LS-000537-AGI,HVDC-ADOPT-SCT-0067,AGI,PROJECT_SITE,2025-05-29,BS,LS-000537,true,PASS,
RE-LS-000537-MOSB,HVDC-ADOPT-SCT-0067,MOSB,MOSB_OFFSHORE_STAGING,2025-05-19,BZ,LS-000537,false,PASS,
RE-LS-000538-SHU,HVDC-ADOPT-SCT-0068,SHU,PROJECT_SITE,2025-05-18,BP,LS-000538,true,PASS,
RE-LS-000538-MIR,HVDC-ADOPT-SCT-0068,MIR,PROJECT_SITE,2025-05-19,BQ,LS-000538,true,PASS,
RE-LS-000538-DAS,HVDC-ADOPT-SCT-0068,DAS,PROJECT_SITE,2025-06-10,BR,LS-000538,true,PASS,
RE-LS-000538-AGI,HVDC-ADOPT-SCT-0068,AGI,PROJECT_SITE,2025-06-03,BS,LS-000538,true,PASS,
RE-LS-000538-MOSB,HVDC-ADOPT-SCT-0068,MOSB,MOSB_OFFSHORE_STAGING,2025-05-19,BZ,LS-000538,false,PASS,
RE-LS-000539-MIR,HVDC-ADOPT-HE-0303,MIR,PROJECT_SITE,2025-05-30,BQ,LS-000539,true,PASS,
RE-LS-000540-MIR,HVDC-ADOPT-HE-0304,MIR,PROJECT_SITE,2025-05-30,BQ,LS-000540,true,PASS,
RE-LS-000541-SHU,HVDC-ADOPT-HE-0305,SHU,PROJECT_SITE,2025-05-30,BP,LS-000541,true,PASS,
RE-LS-000542-SHU,HVDC-ADOPT-HE-0306,SHU,PROJECT_SITE,2025-05-30,BP,LS-000542,true,PASS,
RE-LS-000543-SHU,HVDC-ADOPT-HE-0328,SHU,PROJECT_SITE,2025-06-16,BP,LS-000543,true,PASS,
RE-LS-000543-DSV_INDOOR,HVDC-ADOPT-HE-0328,DSV_INDOOR,WAREHOUSE,2025-05-22,BT,LS-000543,false,PASS,
RE-LS-000544-SHU,HVDC-ADOPT-HE-0344,SHU,PROJECT_SITE,2005-08-19,BP,LS-000544,true,PASS,
RE-LS-000544-DSV_INDOOR,HVDC-ADOPT-HE-0344,DSV_INDOOR,WAREHOUSE,2025-05-21,BT,LS-000544,false,PASS,
RE-LS-000545-SHU,HVDC-ADOPT-HE-0345,SHU,PROJECT_SITE,2025-08-19,BP,LS-000545,true,PASS,
RE-LS-000545-DSV_INDOOR,HVDC-ADOPT-HE-0345,DSV_INDOOR,WAREHOUSE,2025-05-21,BT,LS-000545,false,PASS,
RE-LS-000546-MIR,HVDC-ADOPT-HE-0346,MIR,PROJECT_SITE,2025-10-22,BQ,LS-000546,true,PASS,
RE-LS-000546-DSV_INDOOR,HVDC-ADOPT-HE-0346,DSV_INDOOR,WAREHOUSE,2025-05-21,BT,LS-000546,false,PASS,
RE-LS-000547-MIR,HVDC-ADOPT-HE-0347,MIR,PROJECT_SITE,2025-10-20,BQ,LS-000547,true,PASS,
RE-LS-000547-DSV_INDOOR,HVDC-ADOPT-HE-0347,DSV_INDOOR,WAREHOUSE,2025-05-21,BT,LS-000547,false,PASS,
RE-LS-000548-DAS,HVDC-ADOPT-HE-0348,DAS,PROJECT_SITE,2025-08-17,BR,LS-000548,true,PASS,
RE-LS-000548-DSV_INDOOR,HVDC-ADOPT-HE-0348,DSV_INDOOR,WAREHOUSE,2025-05-21,BT,LS-000548,false,PASS,
RE-LS-000548-MOSB,HVDC-ADOPT-HE-0348,MOSB,MOSB_OFFSHORE_STAGING,2026-02-04,BZ,LS-000548,false,PASS,
RE-LS-000549-DAS,HVDC-ADOPT-HE-0349,DAS,PROJECT_SITE,2025-09-23,BR,LS-000549,true,PASS,
RE-LS-000549-DSV_INDOOR,HVDC-ADOPT-HE-0349,DSV_INDOOR,WAREHOUSE,2025-05-21,BT,LS-000549,false,PASS,
